 0.583146	 1.299213
 0.589333	 1.293600
 0.583646	 1.297956
 0.594979	 1.291638
 0.589042	 1.293505
 0.589750	 1.292132
 0.588688	 1.293339
 0.588479	 1.296250
 0.587458	 1.296372
 0.590833	 1.293136
 0.587896	 1.296392
 0.588521	 1.294618
 0.589646	 1.294107
 0.587792	 1.296058
 0.586021	 1.295936
 0.590000	 1.292861
 0.588521	 1.294343
 0.586562	 1.294413
 0.584521	 1.296568
 0.588292	 1.294867
 0.588771	 1.294356
 0.583750	 1.298834
 0.589104	 1.294623
 0.588667	 1.292625
 0.587396	 1.296286
 0.588938	 1.296787
 0.588542	 1.296661
 0.591729	 1.292931
 0.588792	 1.294570
 0.588437	 1.297027
 0.593187	 1.291625
 0.588375	 1.294984
 0.589458	 1.293722
 0.589187	 1.295879
 0.584333	 1.297757
 0.591208	 1.293800
 0.591458	 1.292530
 0.588063	 1.293886
 0.593542	 1.291764
 0.588396	 1.295158
 0.589688	 1.295285
 0.589938	 1.292578
 0.589833	 1.292750
 0.591396	 1.293604
 0.588125	 1.296032
 0.590229	 1.294693
 0.584750	 1.298399
 0.588208	 1.295090
 0.590979	 1.292605
 0.590646	 1.293300
 0.587437	 1.294459
 0.583938	 1.298372
 0.590479	 1.293355
 0.588042	 1.294011
 0.588396	 1.294857
 0.584458	 1.297571
 0.588979	 1.293460
 0.588667	 1.294139
 0.583958	 1.297932
 0.594562	 1.291738
 0.589187	 1.293062
 0.587833	 1.296071
 0.589000	 1.293503
 0.589396	 1.293648
 0.588167	 1.294759
 0.585875	 1.296088
 0.587979	 1.297050
 0.587333	 1.296197
 0.589708	 1.293638
 0.588354	 1.293675
 0.593458	 1.292373
 0.589708	 1.295850
 0.592417	 1.293057
 0.587667	 1.292288
 0.590229	 1.293286
 0.590646	 1.292066
 0.587208	 1.295260
 0.588021	 1.294707
 0.586542	 1.296211
 0.588729	 1.295745
 0.588042	 1.295797
 0.587750	 1.296369
 0.591167	 1.293898
 0.587063	 1.294774
 0.592083	 1.290804
 0.592583	 1.292005
 0.588000	 1.295509
 0.584271	 1.298151
 0.587583	 1.296484
 0.587562	 1.296197
 0.588167	 1.295698
 0.592708	 1.292713
 0.589125	 1.293953
 0.590771	 1.292908
 0.588542	 1.294992
 0.592417	 1.293099
 0.592271	 1.291699
 0.591479	 1.293674
 0.592500	 1.292964
 0.590542	 1.294445
 0.590583	 1.294461
 0.591437	 1.293535
 0.589688	 1.292688
 0.590000	 1.294899
 0.587833	 1.296363
 0.583688	 1.298663
 0.589542	 1.293532
 0.586646	 1.295681
 0.588917	 1.294710
 0.589167	 1.294651
 0.587146	 1.294887
 0.588708	 1.295212
 0.586917	 1.296792
 0.590688	 1.292066
 0.583083	 1.299120
 0.589542	 1.293395
 0.592771	 1.292758
 0.589187	 1.294101
 0.588396	 1.294663
 0.584375	 1.297091
 0.589146	 1.293885
 0.591125	 1.293213
 0.590021	 1.294908
 0.589500	 1.293805
 0.589083	 1.293200
 0.588562	 1.294023
 0.595187	 1.291901
 0.589479	 1.295236
 0.588938	 1.295636
 0.589875	 1.292257
 0.586521	 1.295776
 0.588708	 1.295843
 0.590646	 1.294300
 0.583313	 1.297532
 0.593375	 1.288729
 0.589250	 1.293920
 0.589125	 1.295115
 0.591021	 1.292817
 0.593042	 1.292471
 0.588437	 1.293551
 0.589333	 1.295916
 0.590396	 1.292378
 0.590938	 1.293734
 0.589021	 1.293165
 0.590542	 1.292113
 0.590625	 1.294612
 0.588604	 1.296756
 0.587979	 1.295322
 0.588521	 1.294122
 0.585604	 1.297668
 0.589021	 1.295583
 0.593604	 1.292025
 0.585146	 1.297772
 0.589708	 1.295269
 0.589292	 1.295412
 0.590187	 1.294924
 0.589125	 1.295004
 0.590208	 1.292640
 0.587771	 1.293462
 0.588146	 1.293200
 0.592313	 1.288946
 0.588521	 1.296237
 0.591437	 1.291440
 0.587854	 1.295515
 0.591083	 1.294215
 0.586812	 1.294425
 0.589688	 1.295198
 0.586833	 1.295703
 0.589250	 1.293545
 0.589167	 1.294206
 0.587688	 1.295845
 0.590104	 1.293660
 0.590042	 1.294493
 0.594063	 1.292296
 0.591792	 1.293461
 0.589979	 1.295365
 0.591000	 1.293592
 0.590667	 1.294590
 0.587854	 1.295893
 0.588708	 1.293257
 0.592083	 1.293075
 0.587979	 1.296383
 0.588479	 1.296927
 0.592354	 1.292828
 0.587562	 1.295046
 0.591979	 1.291723
 0.590437	 1.291241
 0.584250	 1.298327
 0.588458	 1.292252
 0.589063	 1.294670
 0.589896	 1.295758
 0.588104	 1.295456
 0.590604	 1.292466
 0.584479	 1.298705
 0.595417	 1.291711
 0.588437	 1.294943
 0.591313	 1.294003
 0.585938	 1.295673
 0.592083	 1.292109
 0.592958	 1.288930
 0.590521	 1.292108
 0.588458	 1.295895
 0.588479	 1.296323
 0.587792	 1.294854
 0.584625	 1.298511
 0.590750	 1.291890
 0.584271	 1.298298
 0.587333	 1.297131
 0.589708	 1.294929
 0.591729	 1.292132
 0.587208	 1.295587
 0.590542	 1.293830
 0.589875	 1.293012
 0.588458	 1.295609
 0.588104	 1.295404
 0.587271	 1.296191
 0.593708	 1.288996
 0.590729	 1.293612
 0.590771	 1.292225
 0.589521	 1.293632
 0.586646	 1.295930
 0.590125	 1.294741
 0.588542	 1.296627
 0.587667	 1.296129
 0.591229	 1.293540
 0.588104	 1.293972
 0.586042	 1.295282
 0.588354	 1.294923
 0.589750	 1.292767
 0.588292	 1.293474
 0.586417	 1.295743
 0.588167	 1.295598
 0.589583	 1.292898
 0.592667	 1.292039
 0.591000	 1.293753
 0.590562	 1.291869
 0.588250	 1.295384
 0.589542	 1.293160
 0.587167	 1.295204
 0.588125	 1.295837
 0.590542	 1.291266
 0.589521	 1.293324
 0.587750	 1.295873
 0.589500	 1.293593
 0.590729	 1.294053
 0.590229	 1.292855
 0.588958	 1.295380
 0.592729	 1.293115
 0.591437	 1.292846
 0.589104	 1.294611
 0.588667	 1.295087
 0.590375	 1.291192
 0.590167	 1.292648
 0.588667	 1.294669
 0.590604	 1.293359
 0.589938	 1.294362
 0.591625	 1.293444
 0.589667	 1.293900
 0.587604	 1.296041
 0.587792	 1.294332
 0.587646	 1.296060
 0.589958	 1.292909
 0.591792	 1.290925
 0.590000	 1.295072
 0.590604	 1.293086
 0.589146	 1.294235
 0.589063	 1.293971
 0.590104	 1.292618
 0.590417	 1.294472
 0.590042	 1.294891
 0.589000	 1.294698
 0.588271	 1.296460
 0.591750	 1.292797
 0.590875	 1.291808
 0.590521	 1.293031
 0.587771	 1.296013
 0.589313	 1.293794
 0.591354	 1.293371
 0.590812	 1.292447
 0.591063	 1.294152
 0.586854	 1.294719
 0.586437	 1.294604
 0.588958	 1.295992
 0.587313	 1.295185
 0.588292	 1.293990
 0.588479	 1.293577
 0.589000	 1.294384
 0.592375	 1.293046
 0.594146	 1.292034
 0.590562	 1.292931
 0.591396	 1.293784
 0.584125	 1.298232
 0.592292	 1.293396
 0.593646	 1.292151
 0.589646	 1.295396
 0.587562	 1.295359
 0.588146	 1.293665
 0.591313	 1.291266
 0.590771	 1.293622
 0.590083	 1.294457
 0.592792	 1.290184
 0.590938	 1.293904
 0.588500	 1.296400
 0.592271	 1.292399
 0.588375	 1.293376
 0.588958	 1.296071
 0.589437	 1.293761
 0.589875	 1.294296
 0.583521	 1.298697
 0.588708	 1.295286
 0.585792	 1.295654
 0.588875	 1.294263
 0.590979	 1.291726
 0.587875	 1.295851
 0.592313	 1.292216
 0.588625	 1.296280
 0.589250	 1.293332
 0.587667	 1.295846
 0.589792	 1.294073
 0.590792	 1.294089
 0.587542	 1.295114
 0.587875	 1.297038
 0.591646	 1.292700
 0.584146	 1.297303
 0.591854	 1.290690
 0.584854	 1.296452
 0.592063	 1.293341
 0.590042	 1.291938
 0.588271	 1.293694
 0.587708	 1.295957
 0.590167	 1.293473
 0.587979	 1.293325
 0.592771	 1.288762
 0.586083	 1.296954
 0.588750	 1.295074
 0.589958	 1.295206
 0.588979	 1.295196
 0.589104	 1.293574
 0.591125	 1.290241
 0.593542	 1.293000
 0.592542	 1.292227
 0.589187	 1.293332
 0.588833	 1.296655
 0.594146	 1.292387
 0.588229	 1.296572
 0.587917	 1.296637
 0.588250	 1.294081
 0.590917	 1.291945
 0.583167	 1.297523
 0.590521	 1.292303
 0.592875	 1.292613
 0.589562	 1.292660
 0.588354	 1.294914
 0.595187	 1.291868
 0.587604	 1.294710
 0.587375	 1.295982
 0.593167	 1.292341
 0.591375	 1.290990
 0.594688	 1.292006
 0.588000	 1.296928
 0.591292	 1.290113
 0.589042	 1.294700
 0.591542	 1.290038
 0.587583	 1.297285
 0.591437	 1.293345
 0.593479	 1.288581
 0.591521	 1.291303
 0.591479	 1.293114
 0.583729	 1.297897
 0.589208	 1.294327
 0.588896	 1.293974
 0.591833	 1.291758
 0.588896	 1.294472
 0.587500	 1.294987
 0.591104	 1.292750
 0.587771	 1.294846
 0.588688	 1.293601
 0.591792	 1.289368
 0.583438	 1.298735
 0.587562	 1.295521
 0.591938	 1.293260
 0.588021	 1.295789
 0.587479	 1.294971
 0.589250	 1.295053
 0.591104	 1.291133
 0.589917	 1.291826
 0.587167	 1.296376
 0.588708	 1.295411
 0.589729	 1.294452
 0.591104	 1.293841
 0.588042	 1.294512
 0.593354	 1.292170
 0.590063	 1.292484
 0.588750	 1.295683
 0.591958	 1.293112
 0.588812	 1.296107
 0.589021	 1.291877
 0.588854	 1.294832
 0.591479	 1.292499
 0.593167	 1.288891
 0.583958	 1.297815
 0.588875	 1.296835
 0.590083	 1.294453
 0.590979	 1.293654
 0.589187	 1.294408
 0.589229	 1.295032
 0.585958	 1.295358
 0.590354	 1.291408
 0.586938	 1.294786
 0.588500	 1.296325
 0.588562	 1.294746
 0.591167	 1.293125
 0.590812	 1.293449
 0.583500	 1.299285
 0.586625	 1.296231
 0.595146	 1.291871
 0.591000	 1.292000
 0.590021	 1.293059
 0.590187	 1.294337
 0.589437	 1.291786
 0.591375	 1.293312
 0.593313	 1.292311
 0.591688	 1.293895
 0.588000	 1.296117
 0.588833	 1.295703
 0.590458	 1.293523
 0.583646	 1.299212
 0.588729	 1.292547
 0.588479	 1.295869
 0.590938	 1.294039
 0.591688	 1.292608
 0.587562	 1.295465
 0.592688	 1.293242
 0.586583	 1.295836
 0.591854	 1.291991
 0.591250	 1.293140
 0.588104	 1.294955
 0.585646	 1.296009
 0.589979	 1.294396
 0.593313	 1.292947
 0.590917	 1.291701
 0.588375	 1.296539
 0.588146	 1.293619
 0.590958	 1.291720
 0.584417	 1.297354
 0.589979	 1.294338
 0.590771	 1.292042
 0.590729	 1.293826
 0.591396	 1.290984
 0.589479	 1.292799
 0.588229	 1.295851
 0.584021	 1.297518
 0.589104	 1.291916
 0.589229	 1.294906
 0.588479	 1.292644
 0.592875	 1.288871
 0.588187	 1.293625
 0.587688	 1.294840
